CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
25017383800,Massachusetts,Middlesex County,1,5360,2166,0,12,0.22,0,0,0,0,0,0,3.6,128139,1,1,1,1,1,0,0,0,5272,5360,5272,547,560,547,5360,100,560,10.45,1171,21.85,831,15.5,4561,85.09,158,2.95,292,5.45,1,0.02,11,0.21,337,6.29,285,5.32,39,1.79,63,2.91,5272,98.36,547,10.21,1151,21.48,825,15.39,4487,83.72,155,2.88,290,5.41,1,0.02,11,0.21,328,6.13,279,5.21,37,1.73,62,2.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,618,1171,831,4561,158,292,1,11,337,285,44,71
25017383901,Massachusetts,Middlesex County,1,7628,2973,0,118,1.55,0,0,0,0,1,0,3.4,133871,1,1,1,1,1,0,0,1,6463,7616,6463,562,654,562,7616,99.84,654,8.57,1698,22.26,1410,18.48,6782,88.91,233,3.05,354,4.64,3,0.04,10,0.13,234,3.07,261,3.42,258,8.69,203,6.83,6463,84.72,562,7.36,1390,18.23,1269,16.63,5727,75.08,200,2.62,320,4.19,3,0.04,10,0.13,203,2.66,220,2.89,230,7.74,175,5.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,666,1700,1411,6791,236,354,3,10,234,261,298,226
25017383902,Massachusetts,Middlesex County,1,5227,1904,0,15,0.29,0,0,0,0,0,0,1.1,168947,1,1,1,1,1,0,0,0,4595,5224,4595,254,284,254,5224,99.94,284,5.44,1251,23.94,779,14.9,4457,85.27,127,2.43,417,7.98,0,0,9,0.17,214,4.09,149,2.85,32,1.69,0,0,4595,87.91,254,4.85,1121,21.45,659,12.6,3928,75.15,113,2.16,352,6.74,0,0,6,0.11,196,3.75,131,2.5,26,1.35,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,295,1252,779,4460,127,417,0,9,214,149,34,0
25017384001,Massachusetts,Middlesex County,1,1437,553,0,47,3.27,0,0,0,0,0,0,6.9,126875,0,1,0,1,0,0,0,0,160,497,160,20,62,20,497,34.56,62,4.33,98,6.84,91,6.33,397,27.66,13,0.89,63,4.4,0,0,0,0,23,1.61,21,1.48,3,0.62,10,1.87,160,11.13,20,1.39,26,1.8,31,2.13,125,8.69,8,0.56,17,1.17,0,0,0,0,10,0.71,6,0.38,1,0.2,3,0.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,188,304,207,1131,57,148,0,4,97,77,11,33
25017384002,Massachusetts,Middlesex County,1,5515,2620,0,13,0.24,0,0,0,0,1,0,10.1,89615,1,1,1,1,1,0,0,1,2326,4379,2326,503,1039,503,4379,79.4,1039,18.85,790,14.32,534,9.68,3139,56.92,217,3.93,586,10.62,1,0.02,5,0.09,432,7.83,259,4.7,151,5.76,164,6.28,2326,42.17,503,9.12,477,8.65,245,4.44,1773,32.14,100,1.82,256,4.64,1,0.01,3,0.05,194,3.51,128,2.32,65,2.5,81,3.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1240,975,663,3704,268,971,1,6,565,329,229,230
25017385100,Massachusetts,Middlesex County,1,6717,2350,0,35,0.52,0,0,0,0,0,0,4.1,162944,1,1,1,1,1,0,0,0,6717,6717,6717,658,658,658,6717,100,658,9.79,1917,28.54,712,10.6,5860,87.24,116,1.73,493,7.34,0,0,5,0.07,243,3.62,214,3.19,98,4.19,164,6.99,6717,100,658,9.79,1917,28.54,712,10.6,5860,87.24,116,1.73,493,7.34,0,0,5,0.07,243,3.62,214,3.19,98,4.19,164,6.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,662,1917,712,5860,116,493,0,5,243,214,96,175
25017385201,Massachusetts,Middlesex County,1,2568,1058,0,1,0.04,0,0,0,0,0,0,3.1,115391,1,1,1,1,1,0,0,0,2153,2568,2153,338,395,338,2568,100,395,15.37,573,22.31,331,12.89,2152,83.8,79,3.08,121,4.71,3,0.12,5,0.19,208,8.1,194,7.55,29,2.73,52,4.9,2153,83.85,338,13.15,470,18.29,305,11.88,1842,71.73,62,2.4,99,3.86,3,0.12,4,0.14,144,5.6,151,5.9,29,2.73,44,4.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,397,573,331,2152,79,121,3,5,208,194,30,52
25017385202,Massachusetts,Middlesex County,1,7308,2977,0,9,0.12,0,0,0,0,0,0,3.5,129563,1,1,1,1,1,0,0,0,982,3664,982,139,355,139,3664,50.14,355,4.86,958,13.11,316,4.33,2976,40.73,124,1.7,427,5.84,0,0,8,0.11,128,1.76,166,2.28,27,0.91,22,0.74,982,13.44,139,1.9,235,3.21,88,1.2,791,10.83,44,0.6,99,1.35,0,0,6,0.08,43,0.59,62,0.85,4,0.12,6,0.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702,1647,763,5966,196,838,0,13,295,332,43,51
25017386100,Massachusetts,Middlesex County,0,4119,1438,0,0,0,0,0,0,0,0,0,3.3,194792,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4118,99.97,262,6.37,1239,30.08,554,13.45,3886,94.34,16,0.39,137,3.33,0,0,1,0.02,78,1.89,57,1.38,10,0.7,19,1.35,3955,96.02,255,6.19,1197,29.06,532,12.91,3729,90.53,15,0.37,135,3.28,0,0,1,0.02,75,1.82,55,1.32,9,0.65,19,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,1239,554,3887,16,137,0,1,78,57,10,21
25017387100,Massachusetts,Middlesex County,1,4257,1550,0,4,0.09,0,0,0,0,0,0,1.5,146811,1,1,1,1,1,0,0,0,4257,4257,4257,320,320,320,4257,100,320,7.53,1132,26.59,524,12.31,4059,95.35,32,0.75,82,1.93,0,0,2,0.05,82,1.93,66,1.55,66,4.24,20,1.32,4257,100,320,7.53,1132,26.59,524,12.31,4059,95.35,32,0.75,82,1.93,0,0,2,0.05,82,1.93,66,1.55,66,4.24,20,1.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,314,1132,524,4059,32,82,0,2,82,66,67,21
25017387201,Massachusetts,Middlesex County,1,5464,2068,0,31,0.57,0,0,0,0,0,0,1.2,139135,1,1,1,1,1,0,0,0,4562,5424,4562,278,334,278,5424,99.27,334,6.11,1392,25.47,746,13.66,5087,93.1,59,1.09,150,2.74,2,0.04,8,0.15,118,2.16,105,1.91,65,3.14,86,4.16,4562,83.49,278,5.09,1192,21.82,650,11.9,4305,78.79,44,0.81,106,1.95,2,0.04,7,0.13,97,1.78,91,1.67,60,2.88,71,3.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,360,1404,748,5120,60,155,2,8,119,105,64,91
25017387202,Massachusetts,Middlesex County,1,3826,1322,0,0,0,0,0,0,0,0,0,2.1,160556,1,1,1,1,1,0,0,0,3802,3826,3802,255,256,255,3826,100,256,6.7,1072,28.02,427,11.16,3646,95.3,26,0.68,100,2.61,0,0,3,0.08,51,1.33,75,1.96,30,2.26,24,1.85,3802,99.37,255,6.67,1066,27.86,424,11.08,3624,94.72,26,0.68,99,2.58,0,0,3,0.08,50,1.31,74,1.93,30,2.26,24,1.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,293,1072,427,3646,26,100,0,3,51,75,36,28
25017388100,Massachusetts,Middlesex County,1,4996,1949,0,0,0,0,0,0,0,0,0,5.4,152083,1,1,1,1,1,0,0,0,4299,4926,4299,502,572,502,4926,98.6,572,11.45,1291,25.83,417,8.35,3967,79.41,24,0.48,801,16.04,1,0.02,2,0.04,130,2.61,111,2.23,37,1.87,29,1.48,4299,86.04,502,10.05,1122,22.45,361,7.23,3471,69.47,20,0.4,694,13.89,1,0.02,1,0.03,112,2.24,97,1.94,32,1.64,25,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,704,1311,421,4023,24,814,1,2,132,113,44,34
25017388200,Massachusetts,Middlesex County,1,7211,2264,0,1454,20.16,1,1,1,0,0,1,6.4,74443,1,1,1,1,1,0,0,0,7211,7211,7211,1756,1756,1756,7211,100,1756,24.35,1347,18.68,672,9.32,6213,86.16,579,8.03,201,2.79,6,0.08,16,0.22,196,2.72,561,7.78,38,1.66,179,7.91,7211,100,1756,24.35,1347,18.68,672,9.32,6213,86.16,579,8.03,201,2.78,6,0.08,16,0.22,196,2.72,561,7.78,38,1.66,179,7.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1373,1347,672,6213,579,201,6,16,196,561,41,193
25017388300,Massachusetts,Middlesex County,1,5420,1669,0,1933,35.66,0,1,0,0,0,1,56.1,19583,0,1,0,1,0,0,0,0,NULL,920,NULL,NULL,659,NULL,920,16.97,659,12.15,21,0.38,9,0.16,759,13.99,58,1.07,43,0.8,1,0.01,0,0,59,1.09,66,1.22,44,2.66,82,4.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2933,913,490,3179,313,824,4,16,1084,1640,884,940
25019950100,Massachusetts,Nantucket County,1,1375,726,0,7,0.51,0,0,0,0,0,0,13.7,128060,0,1,0,1,0,0,0,0,148,549,148,31,115,31,549,39.96,115,8.4,74,5.35,110,8.03,531,38.64,8,0.58,5,0.36,0,0,0,0,5,0.38,12,0.89,26,3.55,6,0.81,148,10.73,31,2.27,27,1.94,22,1.59,143,10.41,1,0.07,1,0.07,0,0,0,0,2,0.18,5,0.36,6,0.83,1,0.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,284,150,360,1296,43,14,0,3,19,30,50,12
25019950200,Massachusetts,Nantucket County,1,4869,1896,0,6,0.12,0,0,0,0,0,0,9.3,116447,0,1,0,1,0,0,0,0,318,2566,318,122,502,122,2566,52.7,502,10.31,598,12.28,229,4.71,2138,43.9,225,4.61,25,0.52,0,0,2,0.04,176,3.62,216,4.44,77,4.05,65,3.43,318,6.53,122,2.5,74,1.53,45,0.93,260,5.35,37,0.77,1,0.03,0,0,0,0,19,0.4,11,0.22,24,1.25,9,0.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,863,1108,389,4015,472,72,1,3,306,602,159,112
25019950307,Massachusetts,Nantucket County,0,342,164,0,0,0,0,0,0,0,0,1,7.8,64899,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,342,100,35,10.16,63,18.42,90,26.32,331,96.78,1,0.29,2,0.58,0,0,0,0,8,2.34,4,1.17,2,1.05,0,0,341,99.82,35,10.14,63,18.38,90,26.27,330,96.6,1,0.29,2,0.58,0,0,0,0,8,2.34,4,1.17,2,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,63,90,331,1,2,0,0,8,4,2,0
25019950400,Massachusetts,Nantucket County,1,2422,922,0,4,0.17,0,0,0,0,0,0,6,124073,1,1,1,1,1,0,0,0,920,1893,920,137,280,137,1893,78.18,280,11.57,470,19.41,101,4.19,1665,68.75,132,5.45,17,0.71,0,0,0,0,79,3.27,231,9.55,6,0.68,0,0,920,38,137,5.65,228,9.39,35,1.46,795,32.82,80,3.29,12,0.51,0,0,0,0,33,1.37,110,4.53,3,0.31,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,403,583,134,2151,152,27,0,0,92,302,5,0
25019950500,Massachusetts,Nantucket County,0,1164,521,0,41,3.52,0,0,0,0,0,0,5.7,110625,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1065,91.49,122,10.52,198,17.04,191,16.4,1026,88.16,18,1.58,3,0.26,0,0,0,0,17,1.49,18,1.58,16,3.13,10,1.93,986,84.73,117,10.06,182,15.61,177,15.19,950,81.65,17,1.46,3,0.26,0,0,0,0,16,1.35,17,1.46,14,2.75,9,1.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,204,254,1120,20,3,0,0,21,19,22,11
25021400100,Massachusetts,Norfolk County,1,4977,2314,0,300,6.03,0,0,0,0,0,0,19.8,153504,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1395,637,612,3802,235,700,2,6,232,279,977,140
25021400200,Massachusetts,Norfolk County,1,6132,2839,0,1,0.02,0,0,0,0,0,1,26.5,90977,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2036,909,590,4507,167,1176,0,6,276,383,1187,103
25021400300,Massachusetts,Norfolk County,1,4110,1601,0,49,1.19,0,0,0,0,0,0,9.1,145972,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,803,703,366,3245,87,576,0,5,197,188,362,10
25021400400,Massachusetts,Norfolk County,1,5449,2737,0,91,1.67,0,0,0,0,0,0,7.9,156439,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,724,756,889,4464,83,712,0,4,186,230,942,142
25021400500,Massachusetts,Norfolk County,1,5173,2388,0,42,0.81,0,0,0,0,0,0,10.6,157847,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,811,752,552,4315,103,572,1,10,172,237,564,69
25021400600,Massachusetts,Norfolk County,1,5177,2116,0,191,3.69,0,0,0,0,0,0,4.4,166190,0,1,0,1,0,0,0,0,NULL,558,NULL,NULL,86,NULL,558,10.77,86,1.67,80,1.55,65,1.25,437,8.44,50,0.97,39,0.75,0,0,0,0,32,0.61,32,0.62,13,0.61,4,0.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,587,961,601,4173,122,696,0,7,179,217,498,58
